"","ID","Hospital","Responset1","Responset2","Responset3","Trt","Experience","Gender","Size"
"1",1,1,35.4971346178591,37.9866379042948,41.7782121446396,1,6.80605109988793,1,0
"2",2,1,35.1875643882894,38.7706068878428,42.5344783292514,1,9.11888302838018,1,0
"3",3,1,44.1861161104726,41.4249648980292,41.6459205396323,0,6.04890115341147,1,0
"4",4,1,32.0170646997144,33.1759580341344,42.1482030174671,1,3.7243638593204,0,0
"5",5,1,35.0672031476466,36.5884896968175,41.9150277949129,1,12.1086386238541,1,0
"6",6,1,30.3035299479336,34.3990048923598,39.2920956843139,1,15.7978287981209,0,0
"7",7,1,40.247586998448,39.5792811910614,41.7580605603338,0,6.33208594715218,0,0
"8",8,1,40.0102874228798,38.646842584898,39.173363765613,0,3.94857645254737,0,0
"9",9,1,33.2063951855988,35.9931107368582,42.3022736941886,1,10.1870840963851,1,0
"10",10,1,43.3961722346938,42.4801221948926,42.5969657047934,0,7.22570951216698,1,0
"11",11,2,43.3141448087714,43.8792611720171,40.9616776023253,0,3.10617105791073,1,0
"12",12,2,41.8685681518462,41.9786690227456,42.5563598742694,0,7.39693651355533,1,0
"13",13,2,38.7492803249818,38.8980885429631,41.0248493381093,0,5.39164122516124,0,0
"14",14,2,33.9456337831151,36.7073957164629,40.4418973686194,1,6.23086838090969,1,0
"15",15,2,38.4375379420698,40.6705140567383,39.0986943247191,0,4.14421679374654,0,0
"16",16,2,41.2883617163533,43.1096231628373,40.0763044773026,0,18.2027185527592,1,0
"17",17,2,36.9489936786182,38.3317240013303,38.3187808830423,0,6.26158896892331,0,0
"18",18,2,34.6553863084938,34.3683567887937,38.4333017030681,1,3.31097693998626,0,0
"19",19,2,35.6613344309766,37.9219063238674,41.0755857599511,1,8.15471852114299,1,0
"20",20,2,41.0015118296755,38.7926687994258,39.275331592775,0,8.42823874553546,0,0
"21",21,3,31.2044808419448,36.2346812947067,39.5177076632966,1,4.5135620341476,0,0
"22",22,3,37.7839655329807,39.045699634332,42.0823143420086,1,1.74288130159761,1,0
"23",23,3,32.1382004132976,34.142518992551,38.8419660149301,1,5.36426382569838,0,0
"24",24,3,33.9297117475905,37.0468174650727,41.9412879949427,1,9.82818047618233,1,0
"25",25,3,36.7036453843563,37.7253812243176,44.1496043521004,1,7.17166870597514,1,0
