"","ID","Hospital","Responset1","Responset2","Responset3","Trt","Experience","Gender","Size"
"1",1,1,35,38,42,1,6.80605109988793,1,0
"2",2,1,35,39,43,1,9.11888302838018,1,0
"3",3,1,44,41,42,0,6.04890115341147,1,0
"4",4,1,32,33,42,1,3.7243638593204,0,0
"5",5,1,35,37,42,1,12.1086386238541,1,0
"6",6,1,30,34,39,1,15.7978287981209,0,0
"7",7,1,40,40,42,0,6.33208594715218,0,0
"8",8,1,40,39,39,0,3.94857645254737,0,0
"9",9,1,33,36,42,1,10.1870840963851,1,0
"10",10,1,43,42,43,0,7.22570951216698,1,0
"11",11,2,43,44,41,0,3.10617105791073,1,0
"12",12,2,42,42,43,0,7.39693651355533,1,0
"13",13,2,39,39,41,0,5.39164122516124,0,0
"14",14,2,34,37,40,1,6.23086838090969,1,0
"15",15,2,38,41,39,0,4.14421679374654,0,0
"16",16,2,41,43,40,0,18.2027185527592,1,0
"17",17,2,37,38,38,0,6.26158896892331,0,0
"18",18,2,35,34,38,1,3.31097693998626,0,0
"19",19,2,36,38,41,1,8.15471852114299,1,0
"20",20,2,41,39,39,0,8.42823874553546,0,0
"21",21,3,31,36,40,1,4.5135620341476,0,0
"22",22,3,38,39,42,1,1.74288130159761,1,0
"23",23,3,32,34,39,1,5.36426382569838,0,0
"24",24,3,34,37,42,1,9.82818047618233,1,0
"25",25,3,37,38,44,1,7.17166870597514,1,0
"26",26,3,39,41,40,0,7.03509101541605,1,0
"27",27,3,35,38,41,1,9.78069323354338,1,0
"28",28,3,41,42,40,0,4.08274959064533,1,0
"29",29,3,38,38,39,0,12.7864820386343,0,0
"30",30,3,35,38,42,1,7.36933879075419,1,0
"31",31,4,43,41,43,0,10.5239681178112,1,1
"32",32,4,42,44,44,0,12.3920342546849,1,1
"33",33,4,43,42,43,0,8.26260743203567,1,1
"34",34,4,44,44,44,0,4.76189735858824,1,1
"35",35,4,39,41,40,0,13.2167144921988,0,1
"36",36,4,33,37,39,1,2.71805765449673,0,1
"37",37,4,34,36,42,1,5.62715862482234,0,1
"38",38,4,38,41,43,1,6.50235647242718,1,1
"39",39,4,37,37,43,1,6.80011471312853,0,1
"40",40,4,34,38,42,1,12.3077845741276,1,1
"41",41,5,36,38,44,1,7.90986683446608,0,0
"42",42,5,36,38,43,1,9.05741538454933,1,0
"43",43,5,38,42,40,0,7.13614413592387,0,0
"44",44,5,35,37,42,1,6.52843877160332,1,0
"45",45,5,42,42,41,0,10.4622694874477,1,0
"46",46,5,34,36,39,1,13.1065771746135,0,0
"47",47,5,41,43,46,0,2.22209821754064,1,0
"48",48,5,36,38,42,1,9.83915445126916,1,0
"49",49,5,40,38,39,0,8.91167489799147,0,0
"50",50,5,35,37,42,1,5.97369783930493,0,0
"51",51,6,42,41,43,0,11.8877255783524,1,1
"52",52,6,39,40,43,1,6.08229084749854,0,1
"53",53,6,44,44,46,0,6.40984230419435,1,1
"54",54,6,43,42,43,0,11.3441805894109,1,1
"55",55,6,41,43,43,0,17.4582732765274,1,1
"56",56,6,42,42,44,0,8.4572786599376,1,1
"57",57,6,36,40,43,1,5.98291552481421,1,1
"58",58,6,43,44,43,0,4.07733403712824,1,1
"59",59,6,44,43,43,0,6.26189910531646,0,1
"60",60,6,41,40,46,1,4.61857093929367,1,1
"61",61,7,38,38,42,1,6.49176018208301,0,1
"62",62,7,43,41,43,0,8.9996850664814,1,1
"63",63,7,43,42,44,0,4.82625813412883,1,1
"64",64,7,40,42,42,0,27.7874211185443,1,1
"65",65,7,42,44,41,0,7.98852261025941,0,1
"66",66,7,34,38,44,1,13.0020057461727,1,1
"67",67,7,44,44,43,0,2.35240453184717,1,1
"68",68,7,43,42,41,0,10.7027485102341,0,1
"69",69,7,40,42,46,1,3.82622018787677,1,1
"70",70,7,37,40,41,1,11.7036626380775,0,1
"71",71,8,36,38,41,1,9.0165797563516,1,0
"72",72,8,32,37,39,1,6.02691764681622,0,0
"73",73,8,41,40,39,0,14.3267628353466,1,0
"74",74,8,35,36,41,1,5.20377417589545,1,0
"75",75,8,41,43,44,0,5.52726350616439,1,0
"76",76,8,41,40,40,0,4.4792871232346,0,0
"77",77,8,32,35,40,1,5.29048908709176,0,0
"78",78,8,35,36,38,1,11.8531360327921,1,0
"79",79,8,32,35,37,1,9.17838327026824,0,0
"80",80,8,33,36,39,1,12.2139605981585,0,0
"81",81,9,34,38,43,1,6.07961072219259,1,0
"82",82,9,36,38,41,1,8.91901171246751,0,0
"83",83,9,39,40,40,0,8.34850484410476,1,0
"84",84,9,35,36,41,1,3.62143852250091,1,0
"85",85,9,36,38,42,1,17.9791839907202,0,0
"86",86,9,34,39,42,1,7.90285297588393,1,0
"87",87,9,34,36,39,1,10.8351935645682,0,0
"88",88,9,34,35,40,1,11.912262579977,1,0
"89",89,9,37,38,44,1,7.20458154450837,1,0
"90",90,9,36,36,41,1,6.34135387190654,1,0
"91",91,10,39,41,42,0,11.5517489669351,1,0
"92",92,10,40,42,42,0,4.37694470684887,1,0
"93",93,10,36,37,39,1,19.799737758886,1,0
"94",94,10,35,37,42,1,6.09936060513963,0,0
"95",95,10,38,38,40,0,16.8959280842492,0,0
"96",96,10,33,38,41,1,15.7384434537099,0,0
"97",97,10,36,39,41,1,7.70202180747552,1,0
"98",98,10,40,43,41,0,9.81204249615355,1,0
"99",99,10,37,37,43,1,4.42701596592799,0,0
"100",100,10,37,38,41,1,8.68418236153082,1,0
"101",101,11,35,38,35,0,12.4510658436496,0,0
"102",102,11,40,40,41,0,7.76432281940428,1,0
"103",103,11,39,41,42,0,5.88808928628686,1,0
"104",104,11,40,40,39,0,5.32338337405154,0,0
"105",105,11,40,41,41,0,7.25752447067724,1,0
"106",106,11,39,41,40,0,12.6111422700922,1,0
"107",107,11,37,38,41,1,5.80089684965498,1,0
"108",108,11,36,38,41,1,6.95523730142108,1,0
"109",109,11,34,34,39,1,3.86874435410052,0,0
"110",110,11,35,35,41,1,9.46079500397044,1,0
"111",111,12,37,36,37,0,14.2100684632069,0,0
"112",112,12,38,38,39,0,15.6195057955458,0,0
"113",113,12,38,37,40,0,11.1045103702703,1,0
"114",114,12,41,43,41,0,2.90114534304289,1,0
"115",115,12,40,39,37,0,9.40286802762967,1,0
"116",116,12,40,38,38,0,9.28191424243523,1,0
"117",117,12,39,40,39,0,6.1922583405679,0,0
"118",118,12,42,39,41,0,8.0465605195439,1,0
"119",119,12,41,42,40,0,4.79695826828006,1,0
"120",120,12,34,37,41,1,10.37724457201,1,0
"121",121,13,41,42,41,0,6.27422199627314,0,1
"122",122,13,39,44,47,1,3.37184107224191,1,1
"123",123,13,41,41,47,1,6.14890871842467,1,1
"124",124,13,45,43,45,0,14.6174711080609,1,1
"125",125,13,44,41,45,0,6.25173682806922,0,1
"126",126,13,38,40,46,1,10.6586846623871,1,1
"127",127,13,41,42,45,1,11.8614402060755,1,1
"128",128,13,41,43,48,1,7.40532511954061,1,1
"129",129,13,40,44,46,1,6.19559680637725,1,1
"130",130,13,45,44,44,0,5.66979093787696,1,1
"131",131,14,41,42,44,0,10.6951954021412,1,0
"132",132,14,39,40,44,1,4.3417230795554,1,0
"133",133,14,36,39,43,1,8.35704939627455,1,0
"134",134,14,37,40,43,1,6.39329839981214,1,0
"135",135,14,43,42,43,0,2.38108275131032,0,0
"136",136,14,36,39,46,1,3.65309506745791,1,0
"137",137,14,36,37,43,1,11.6815382053943,1,0
"138",138,14,43,43,43,0,6.71511210623038,1,0
"139",139,14,33,36,41,1,11.0412869770935,0,0
"140",140,14,41,42,41,0,18.9866714744462,1,0
"141",141,15,36,38,44,1,15.4396764729802,0,1
"142",142,15,40,40,44,1,10.3670680265647,1,1
"143",143,15,38,40,43,1,8.9350464145147,1,1
"144",144,15,39,42,46,1,6.71001231814706,1,1
"145",145,15,37,39,41,1,16.2638669793398,0,1
"146",146,15,42,43,43,0,9.95541928498872,1,1
"147",147,15,42,41,42,0,4.10913083125826,1,1
"148",148,15,36,39,43,1,6.83583571444715,0,1
"149",149,15,36,39,43,1,2.83075961226124,1,1
"150",150,15,42,41,41,0,6.70176267049556,0,1
"151",151,16,41,43,41,0,2.02149263150102,1,1
"152",152,16,34,39,44,1,14.2534799454461,1,1
"153",153,16,44,43,42,0,5.37752644297581,1,1
"154",154,16,36,39,41,1,5.95964300416307,1,1
"155",155,16,42,42,43,0,6.78925240972892,1,1
"156",156,16,37,38,45,1,10.0353021056761,1,1
"157",157,16,42,43,42,0,10.3726246303448,1,1
"158",158,16,37,37,43,1,9.81562973595149,1,1
"159",159,16,43,41,43,0,5.54961578834578,1,1
"160",160,16,42,45,45,0,3.73726616369107,1,1
"161",161,17,43,43,42,0,6.08385704857192,1,1
"162",162,17,38,40,45,1,8.4905778991755,0,1
"163",163,17,45,43,45,0,4.8962002211373,1,1
"164",164,17,34,37,43,1,7.13904870414067,0,1
"165",165,17,38,41,46,1,4.1213007804237,0,1
"166",166,17,46,44,46,0,7.35842189192507,1,1
"167",167,17,40,41,47,1,7.8807864390413,1,1
"168",168,17,39,42,47,1,6.86929984208792,1,1
"169",169,17,39,39,41,0,6.80763326537498,0,1
"170",170,17,42,44,42,0,17.8459394649449,1,1
"171",171,18,40,39,39,0,10.8188854112086,1,0
"172",172,18,40,40,41,0,12.8805128878072,0,0
"173",173,18,35,37,41,1,4.65711670394889,0,0
"174",174,18,36,39,43,1,8.02186484540854,1,0
"175",175,18,41,41,42,0,13.163035936426,1,0
"176",176,18,34,35,41,1,7.18315921040292,0,0
"177",177,18,34,37,41,1,2.54802787061661,1,0
"178",178,18,42,40,40,0,8.77953004905328,0,0
"179",179,18,40,41,45,0,2.85057941523164,1,0
"180",180,18,39,39,39,0,4.92544646560424,0,0
"181",181,19,34,37,41,1,14.3249412396724,1,0
"182",182,19,37,37,43,1,10.052470494569,1,0
"183",183,19,41,39,40,0,12.7538664647197,0,0
"184",184,19,40,40,40,0,8.61325616260969,1,0
"185",185,19,38,38,37,0,6.99307671388841,0,0
"186",186,19,38,39,44,1,4.65454244859101,1,0
"187",187,19,35,34,39,1,16.3864844615452,0,0
"188",188,19,39,40,40,0,7.55723436904418,0,0
"189",189,19,39,42,40,0,5.16774177795532,0,0
"190",190,19,34,37,40,1,11.3885851355145,1,0
"191",191,20,41,40,40,0,12.6444764954071,0,0
"192",192,20,40,42,45,0,19.0644889464516,1,0
"193",193,20,41,39,42,1,5.46574999465774,1,0
"194",194,20,35,37,41,1,6.07733385819105,0,0
"195",195,20,42,44,41,0,6.00077714036568,1,0
"196",196,20,41,42,41,0,6.12372939128374,1,0
"197",197,20,42,42,43,0,6.15142970493961,1,0
"198",198,20,40,40,40,0,6.37357969734725,0,0
"199",199,20,41,43,43,0,15.1941457418342,1,0
"200",200,20,36,38,40,1,5.21339280526481,0,0
